index	prediction
110	2.433679819107056
111	3.8320646286010738
112	2.7871580123901367
113	3.9139173030853267
114	0.0
115	0.10052163153886796
116	4.359787464141847
117	2.7659614086151123
118	0.1290769875049591
119	0.5302464962005615
120	0.6730825304985046
121	0.0
122	0.0
123	0.3320365846157074
124	0.0
125	4.401566982269287
126	0.3272344470024109
127	2.3287835121154785
128	5.0
129	3.9833469390869136
130	3.4086501598358154
131	2.0708262920379643
132	4.532930374145508
133	5.0
134	3.124034881591797
135	4.813998222351074
136	5.0
137	1.8767192363739011
138	1.9968258142471316
139	5.0
140	5.0
141	4.218017578125
142	4.340255260467528
143	4.993713855743408
144	2.205059289932251
145	1.3089948892593384
146	3.249884843826294
147	3.834383487701416
148	1.97152042388916
149	0.4298762679100037
150	1.6554831266403198
151	1.8644686937332156
152	3.521944522857666
153	3.2839746475219727
154	4.155566215515137
155	4.1889123916625985
156	0.403132438659668
157	0.7082676887512207
158	4.7538490295410165
159	0.8033552169799805
160	5.0
161	2.598918437957764
162	0.8114393353462219
163	3.351147174835205
164	5.0
165	4.163187026977538
166	4.005990505218507
167	3.794512271881104
168	5.0
169	4.507716655731201
170	1.7231844663619995
171	0.2393825948238373
172	4.750316619873047
173	4.713888168334961
174	2.8166286945343018
175	3.73791241645813
176	3.406457662582397
177	4.503624439239502
178	0.23866094648838046
179	0.2832765281200409
180	0.2613947093486786
181	3.5647454261779785
182	3.2625887393951416
183	0.910141110420227
184	1.9564752578735352
185	0.29660487174987793
186	0.0
187	0.2411230802536011
188	0.2438061088323593
189	0.17537090182304382
190	4.1960272789001465
191	4.551089286804199
192	1.8416873216629028
193	2.8597216606140137
194	4.020213603973389
195	3.580006599426269
196	3.3879318237304688
197	0.17335563898086548
198	0.0
199	3.368934869766236
200	0.29511311650276184
201	0.4996593594551086
202	0.3385019302368164
203	0.4771687090396881
204	0.4271859526634216
205	0.8946076035499573
206	3.789297342300415
207	0.0
208	2.8948209285736084
209	0.982397198677063
210	0.5737321376800537
211	0.4125213921070099
212	0.2376307249069214
213	0.5257740616798401
214	2.802776336669922
215	1.0015640258789062
216	1.5841429233551023
217	3.6920511722564697
218	3.6262221336364746
219	3.055384635925293
220	0.6120409369468689
221	0.0022020600736141205
222	0.5053588151931763
223	1.6459211111068726
224	0.0
225	0.15646818280220032
226	2.5825679302215576
227	1.932220458984375
228	0.029154140502214432
229	1.928740739822388
230	0.0
231	0.0
232	4.531915187835693
233	2.9844374656677246
234	4.3156046867370605
235	2.135807037353516
236	0.06300787627696991
237	0.0
238	0.016501324251294136
239	0.012099390849471092
240	3.291391611099243
241	0.0
242	0.0
243	0.0
244	2.9761133193969727
245	0.11612027883529664
246	3.083289384841919
247	2.962430477142334
248	0.0
249	0.098748579621315
250	3.77846622467041
251	4.458762168884277
252	4.044685363769531
253	2.6411681175231934
254	0.9381090998649596
255	3.2947921752929688
256	0.01646503619849682
257	4.182917594909668
258	3.293367624282837
259	0.0
260	4.896122932434082
261	4.412037372589111
262	3.58695125579834
263	4.29160213470459
264	2.124865770339966
265	1.096163988113403
266	1.5332090854644775
267	4.017601013183594
268	1.0176193714141846
269	5.0
270	4.090066432952882
271	0.016815070062875748
272	4.023177623748778
273	4.320650577545166
274	3.890130519866944
275	5.0
276	0.17248770594596866
277	0.0
278	4.592659950256348
279	3.001823902130127
280	0.5136129260063171
281	1.8095941543579104
282	3.7727544307708736
283	4.646336078643799
284	4.173582077026366
285	4.3051109313964835
286	1.6413741111755369
287	4.358826637268066
288	3.689509868621826
289	0.6594919562339783
290	5.0
291	0.9122223258018494
292	1.5590122938156128
293	4.012281894683838
294	0.0
295	0.08323094993829727
296	1.6064962148666382
297	3.5401124954223637
298	3.259419679641724
299	2.6130075454711914
300	5.0
301	3.0397789478302
302	1.2150912284851074
303	5.0
304	4.013660907745361
305	4.879887580871582
306	4.19637393951416
307	4.237717151641847
308	4.324958324432373
309	3.7870705127716064
310	1.2039318084716797
311	0.12291096895933153
312	1.090475082397461
313	3.182816982269287
314	3.879405498504639
315	4.687535762786865
316	4.243758201599121
317	3.8989415168762207
318	0.0
319	0.0
320	3.9554131031036377
321	2.5344491004943848
322	4.065864086151123
323	2.533956527709961
324	3.4045934677124023
325	0.0
326	2.603093385696411
327	4.890351295471191
328	4.260955810546875
329	3.3902487754821777
330	5.0
331	4.771173000335693
332	3.4161052703857417
333	3.1408729553222656
334	3.1802334785461426
335	1.6017043590545654
336	3.970449209213257
337	4.697120666503906
338	0.06444551050662994
339	0.16337867081165314
340	4.173950672149658
341	5.0
342	4.630708694458008
343	1.989739179611206
344	3.717706680297852
345	0.12845525145530698
346	4.14090633392334
347	0.2494671493768692
348	4.036727428436278
349	0.009492840617895126
350	4.260796070098877
351	4.015641212463379
352	0.9413294196128844
353	4.678526878356934
354	1.9856367111206052
355	0.042115289717912674
356	2.735844373703003
357	5.0
358	0.0
359	3.337846279144287
360	4.795523643493652
361	4.539065361022949
362	2.369908571243286
363	3.607000827789306
364	4.872625350952148
365	0.0
366	1.3069708347320557
367	4.0172367095947275
368	3.8970737457275386
369	4.804044723510742
370	2.6673154830932617
371	4.6544227600097665
372	0.0
373	0.7963545918464661
374	0.63774174451828
375	4.878828048706055
376	2.298886775970459
377	0.0
378	2.0997481346130367
379	1.3089437484741209
380	4.225810527801514
381	4.113824367523193
382	2.267943382263184
383	0.3249217867851257
384	3.743952512741089
385	2.348971128463745
386	5.0
387	1.501886963844299
388	3.076679944992065
389	1.5308936834335327
390	5.0
391	2.8723125457763667
392	0.0
393	1.2163678407669067
394	2.8021714687347408
395	0.10212484747171402
396	0.16159240901470184
397	5.0
398	3.095123767852783
399	2.487172842025757
400	4.030655384063722
401	0.05485530197620392
402	2.3966195583343506
403	3.4219112396240234
404	3.09480094909668
405	4.108670234680177
406	0.011322989128530024
407	2.8594973087310787
408	2.4051108360290527
409	3.273076295852661
410	4.4817094802856445
411	5.0
412	1.9098247289657595
413	4.871912479400635
414	0.7148659825325012
415	1.1520112752914429
416	0.009481161832809448
417	4.893200874328613
418	4.717442512512207
419	3.7288990020751953
420	5.0
421	1.0424572229385376
422	5.0
423	0.8683040142059326
424	2.361522674560547
425	2.0994005203247066
426	0.06749681383371353
427	5.0
428	3.0076675415039062
429	5.0
430	0.6867541074752808
431	5.0
432	0.3035720288753509
433	4.085869789123535
434	0.14163759350776672
435	2.82453989982605
436	2.460799217224121
437	5.0
438	4.082291603088379
439	4.3352622985839835
440	3.4683606624603267
441	2.6171834468841557
442	0.0
443	4.213254928588866
444	3.7305891513824463
445	0.0
446	0.5527100563049316
447	3.8296277523040767
448	0.7968056797981262
449	1.781336545944214
450	3.7225208282470703
451	3.0076398849487305
452	0.07016609609127045
453	0.10530660301446916
454	5.0
455	2.336228370666504
456	1.3621485233306885
457	4.977384567260742
458	2.5034639835357666
459	2.9180486202239986
460	0.4241712987422943
461	0.3322802484035492
462	0.0
463	1.76976478099823
464	2.6783926486968994
465	3.849622011184693
466	2.192110776901245
467	5.0
468	5.0
469	0.356717973947525
470	2.287994384765625
471	4.3021936416625985
472	2.4325339794158936
473	5.0
474	1.9524201154708865
475	3.3257343769073486
476	0.6866160035133362
477	2.502161979675293
478	4.484752655029297
479	0.048773929476737976
480	4.811500549316406
481	3.2094576358795166
482	4.118839740753174
483	0.0
484	4.803480625152588
485	0.6206344366073608
486	3.1106290817260738
487	4.1692419052124015
488	3.6265790462493896
489	5.0
490	3.8288571834564213
491	4.081997871398927
492	4.372533321380615
493	3.8831713199615483
494	3.4282784461975098
495	2.47135591506958
496	0.5745589733123779
497	5.0
498	0.1236664205789566
499	5.0
500	1.9083797931671145
501	1.640852689743042
502	1.3479235172271729
503	1.9412428140640257
504	1.6157857179641724
505	4.667011260986328
506	3.95436692237854
507	0.5053633451461792
508	3.1675319671630864
509	0.0
510	1.6580840349197388
511	0.9517791867256165
512	2.818942785263061
513	0.3772214949131012
514	1.1924320459365845
515	0.2434679716825485
516	1.826453804969788
517	1.8841301202774048
518	1.9044878482818604
519	3.3668525218963623
520	0.8666089773178101
521	3.1286985874176025
522	4.080672740936278
523	1.765195608139038
524	3.204780101776123
525	3.1719574928283687
526	1.9674535989761357
527	0.29098743200302124
528	2.8722386360168457
529	0.4589908123016357
530	0.6654728055000305
531	0.0
532	0.566888153553009
533	0.7842459678649902
534	1.1682931184768677
535	0.4278839230537415
536	2.9500505924224854
537	1.1913706064224243
538	2.837390422821045
539	2.2473719120025635
540	2.714399099349976
541	0.8838568925857544
542	2.319788694381714
543	4.111433029174806
544	3.932947397232056
545	5.0
546	0.9072508811950684
547	2.406442880630493
548	3.5048828125
549	4.864019870758057
550	3.6057207584381104
551	0.7673574090003967
552	3.4996166229248047
553	1.9637974500656128
554	1.2896672487258911
555	3.6691510677337646
556	2.732853651046753
557	1.0009695291519165
558	4.572521209716797
559	3.377943754196167
560	3.7527008056640634
561	0.04394212365150452
562	1.5696079730987549
563	1.5390336513519287
564	1.2052500247955322
565	2.9054355621337886
566	5.0
567	3.521899700164795
568	0.5232685804367065
569	2.024121761322021
570	2.266779661178589
571	1.0912436246871948
572	0.6236041784286499
573	3.559012651443481
574	4.70558500289917
575	3.019713878631592
576	5.0
577	3.4004154205322266
578	2.949306964874268
579	1.6960712671279907
580	0.866622805595398
581	3.0447115898132324
582	2.973033905029297
583	0.8349276185035706
584	2.963172197341919
585	4.065375328063965
586	0.5312222242355347
587	4.848098278045653
588	1.3081563711166382
589	1.3611901998519895
590	1.943857789039612
591	1.550265192985535
592	4.804279804229736
593	0.7811176776885986
594	0.8168177604675293
595	3.5711548328399663
596	1.7671756744384766
597	1.189957857131958
598	3.5292341709136963
599	4.609026908874512
600	2.5359532833099365
601	0.3111409544944763
602	4.371558666229248
603	1.4426190853118896
604	1.0583007335662842
605	3.633021593093872
606	1.7586956024169922
607	1.371165156364441
608	3.4106173515319824
609	2.047359704971313
610	4.915032863616943
611	3.278095245361328
612	1.9421465396881104
613	1.8257975578308103
614	2.726729393005371
615	1.4499152898788452
616	2.645036220550537
617	0.2508792579174042
618	4.091991424560547
619	4.446929931640625
620	0.4566217064857483
621	3.0270445346832275
622	0.7465337514877319
623	5.0
624	2.241713523864746
625	3.427917003631592
626	2.3409435749053955
627	0.19482602179050448
628	0.608104944229126
629	2.8107473850250244
630	1.8754748106002808
631	4.81410551071167
632	3.494470834732056
633	2.214702606201172
634	0.6111859679222107
635	2.328764677047729
636	4.250749111175537
637	2.277230262756348
638	2.700199604034424
639	3.037281990051269
640	1.1684746742248535
641	2.883805513381958
642	1.936743974685669
643	2.784839391708374
644	1.6565008163452148
645	4.650354862213135
646	3.271165132522583
647	3.581296443939209
648	4.658349514007568
649	3.391122579574585
650	1.1881316900253296
651	4.482202529907227
652	0.7202915549278259
653	0.7494995594024658
654	1.2658065557479858
655	3.5225276947021484
656	4.710073947906494
657	1.57923686504364
658	2.1195592880249023
659	0.8822715878486633
660	1.7288533449172974
661	2.189979791641236
662	1.1326322555541992
663	2.2524518966674805
664	4.924408912658691
665	1.5178985595703125
666	3.978507041931152
667	2.993495225906372
668	3.193154573440552
669	2.198570728302002
670	1.9638463258743288
671	4.293269634246826
672	2.10475754737854
673	4.6902804374694815
674	4.36940860748291
675	0.9492214918136596
676	1.4495632648468018
677	2.84111762046814
678	0.4407755136489868
679	2.4503419399261475
680	3.0379178524017334
681	1.2402622699737549
682	2.978062629699707
683	1.8198000192642207
684	3.4429500102996826
685	2.0266737937927246
686	2.625201940536499
687	1.9997031688690183
688	2.1442081928253174
689	4.708627223968506
690	2.51223087310791
691	2.0057873725891118
692	4.9727783203125
693	1.7197294235229492
694	3.2046289443969727
695	1.0849788188934326
696	2.2180938720703125
697	1.553866624832153
698	1.498252272605896
699	4.578020095825195
700	3.1626703739166264
701	2.0792717933654785
702	3.2786784172058105
703	4.686187267303467
704	2.3578097820281982
705	1.4707485437393188
706	2.0083231925964355
707	0.7777348756790161
708	2.923295021057129
709	1.841153621673584
710	4.062445163726807
711	1.9151376485824585
712	1.8027480840682983
713	1.8351483345031736
714	1.7290000915527344
715	1.0997004508972168
716	2.0260648727416988
717	3.984429359436035
718	2.0714566707611084
719	4.689468860626222
720	4.911694526672363
721	2.6402153968811035
722	1.8688799142837524
723	1.526612401008606
724	4.125094413757323
725	0.4963825643062592
726	2.9517879486083984
727	4.736794471740723
728	3.5951390266418457
729	2.598151206970215
730	2.6201186180114746
731	1.6362175941467283
732	2.0733368396759038
733	1.1413472890853882
734	2.0690259933471684
735	0.950098752975464
736	1.4115037918090818
737	4.486827373504639
738	2.275683641433716
739	4.435920238494873
740	4.195236206054688
741	2.9329929351806636
742	1.743406891822815
743	2.863236904144287
744	1.903944730758667
745	2.3063008785247803
746	1.2703403234481812
747	1.8868867158889768
748	2.80258846282959
749	1.792229413986206
750	2.222599744796753
751	1.3972877264022827
752	2.942498207092285
753	1.0472807884216309
754	1.510724663734436
755	4.561342239379883
756	4.799595832824707
757	3.8283188343048096
758	1.3616350889205933
759	3.878072261810303
760	4.3778109550476065
761	0.6066362261772156
762	0.9719130396842957
763	1.5726804733276367
764	3.668225526809693
765	4.305455684661865
766	3.1952502727508545
767	2.0527906417846684
768	4.432506084442139
769	1.5171700716018677
770	2.558056592941284
771	1.2994214296340942
772	1.9530199766159055
773	4.606453895568848
774	4.267280101776123
775	3.749652862548828
776	1.7854973077774048
777	0.5168156623840332
778	1.591441988945007
779	0.9142507910728456
780	2.0110955238342285
781	2.3501973152160645
782	4.649302959442139
783	4.868623733520508
784	1.7784641981124878
785	1.728282451629639
786	1.4529038667678833
787	2.204466819763184
788	5.0
789	1.6502777338027954
790	1.4838758707046509
791	3.7232937812805176
792	1.4223750829696655
793	1.3341232538223269
794	1.847194075584412
795	3.0587875843048096
796	1.4368598461151123
797	4.4786715507507315
798	0.9478816986083984
799	1.7293447256088257
800	1.925894021987915
801	2.762035608291626
802	1.4730397462844849
803	0.5846525430679321
804	2.5600063800811768
805	4.993459701538086
806	2.1127257347106934
807	3.431379795074463
808	3.741438388824463
809	2.1823859214782715
810	3.436903238296509
811	1.855783581733704
812	2.3559579849243164
813	3.075862169265747
814	3.0502302646636963
815	0.56929612159729
816	2.3861570358276367
817	1.6659023761749268
818	4.171172618865967
819	1.7673324346542358
820	3.2054030895233154
821	1.8905662298202517
822	1.2703083753585815
823	2.9413907527923584
824	2.289964199066162
825	1.5007309913635254
826	2.499683380126953
827	0.5875891447067261
828	4.509515762329102
829	4.9940948486328125
830	1.9019517898559568
831	2.038445949554444
832	1.4890396595001218
833	4.671119689941406
834	2.1488168239593506
835	2.855571746826172
836	4.748978137969972
837	1.6925257444381714
838	1.0136286020278928
839	2.9266316890716557
840	2.2588181495666504
841	1.645512938499451
842	3.2485480308532715
843	3.4020981788635254
844	4.572846412658691
845	3.8577284812927246
846	2.49390172958374
847	2.6629433631896973
848	1.4657306671142578
849	2.6135354042053223
850	4.350775718688965
851	1.87738573551178
852	4.810563564300537
853	3.935664176940918
854	5.0
855	2.2918164730072017
856	0.709976851940155
857	2.947068452835083
858	2.8461081981658936
859	2.204554796218872
860	3.833952903747559
861	4.763238906860352
862	2.750455141067505
863	0.9507094025611876
864	0.7758599519729614
865	1.7244933843612669
866	1.0023155212402344
867	0.7102080583572388
868	1.1193726062774658
869	4.08653736114502
870	4.337015628814696
871	1.7342236042022705
872	1.7038087844848633
873	3.9001462459564213
874	1.5042374134063718
875	4.717684745788574
876	1.8532063961029053
877	4.39487886428833
878	4.971322536468506
879	1.5403530597686768
880	3.9107058048248287
881	3.8663620948791504
882	3.0839076042175293
883	4.730926513671875
884	1.5906612873077393
885	4.09407377243042
886	3.608746528625488
887	4.086197376251222
888	3.3360018730163574
889	3.2642276287078857
890	4.9895973205566415
891	3.2844038009643555
892	1.543852925300598
893	3.987317562103272
894	3.812369108200073
895	4.0662126541137695
896	3.7457544803619385
897	2.8882780075073238
898	0.9731846451759338
899	3.8936243057250977
900	3.856214761734009
901	4.402457237243652
902	3.119807481765747
903	4.665544033050537
904	4.92732048034668
905	3.1294023990631104
906	2.7367784976959233
907	3.4230682849884038
908	3.9556288719177246
909	2.9003233909606934
910	3.364085912704468
911	2.2504913806915283
912	1.9670568704605105
913	5.0
914	3.619615316390991
915	4.941397666931152
916	3.888473510742188
917	3.5882647037506104
918	4.513589859008789
919	3.7441725730896
920	3.4931414127349854
921	4.021697998046875
922	4.99260950088501
923	3.899519920349121
924	4.4443325996398935
925	2.657162666320801
926	3.741245269775391
927	2.512990951538086
928	3.681373834609986
929	3.2795662879943848
930	3.510612964630127
931	3.746160745620728
932	4.293578624725342
933	3.294517517089844
934	1.291311264038086
935	2.0692639350891118
936	2.656891345977783
937	3.135500192642212
938	2.8963899612426762
939	3.030640125274658
940	4.301419734954834
941	3.794919490814209
942	2.6642544269561768
943	3.375755786895752
944	3.096759796142578
945	4.402117729187012
946	4.121276378631592
947	2.42544937133789
948	3.390466690063477
949	1.8265315294265747
950	3.6004867553710938
951	3.898812055587769
952	4.251024246215819
953	2.8923614025115967
954	3.5198514461517334
955	1.7388410568237305
956	3.189704418182373
957	1.2317696809768677
958	4.383982658386231
959	3.001358985900879
960	3.200868368148804
961	3.7010979652404794
962	4.074490547180177
963	2.350551128387451
964	3.196439266204834
965	4.441370010375977
966	3.9171319007873535
967	3.598495960235596
968	3.278310060501098
969	3.1582751274108887
970	2.341507911682129
971	2.952951669692993
972	3.973405361175537
973	3.1811847686767583
974	3.951411485671997
975	2.8759641647338867
976	3.0058710575103764
977	4.722991943359375
978	3.9086110591888423
979	4.43137788772583
980	2.9896461963653564
981	4.625872611999512
982	2.8512299060821533
983	1.966988444328308
984	3.067147970199585
985	2.4025864601135254
986	4.494255542755127
987	3.3105993270874023
988	3.627195119857788
989	4.288044452667236
990	4.566824913024902
991	1.6025419235229492
992	3.297103881835937
993	3.3115520477294917
994	2.2372612953186035
995	2.819260358810425
996	1.0712285041809082
997	2.8104665279388428
998	3.6995267868041988
999	2.571130514144897
1000	3.35595965385437
1001	4.457042217254639
1002	3.6131165027618413
1003	3.2049427032470703
1004	1.521212100982666
1005	3.222477674484253
1006	3.7946987152099614
1007	2.95825457572937
1008	1.9010789394378664
1009	3.799856424331665
1010	3.7655434608459473
1011	3.8968892097473145
1012	4.787036418914795
1013	2.6128826141357417
1014	3.7346003055572514
1015	3.9574370384216313
1016	4.065418720245361
1017	3.191124439239502
1018	5.0
1019	4.453527450561523
1020	2.928752422332764
1021	3.7488529682159424
1022	3.232038736343384
1023	2.1832046508789062
1024	3.79663610458374
1025	3.572718858718872
1026	3.17587947845459
1027	1.334626317024231
1028	4.183111667633057
1029	1.6297640800476074
1030	4.62865161895752
1031	4.677916526794434
1032	3.741551399230957
1033	3.423325538635254
1034	4.529299736022949
1035	3.3526599407196045
1036	2.289080142974853
1037	4.074373722076416
1038	4.626541614532472
1039	5.0
1040	3.4307982921600337
1041	4.007387161254884
1042	2.766933917999268
1043	3.52680778503418
1044	3.604612112045288
1045	1.9684340953826904
1046	1.6743720769882202
1047	3.4390676021575928
1048	4.397065162658691
1049	4.88076114654541
1050	3.759522199630737
1051	3.821085214614868
1052	4.152845382690431
1053	3.3651659488677983
1054	2.5037319660186768
1055	4.3879032135009775
1056	4.3447265625
1057	3.1591014862060547
1058	4.432728290557861
1059	3.3311829566955566
1060	3.526571035385132
1061	2.8551902770996094
1062	2.846895694732666
1063	4.515486240386963
1064	2.703843593597412
1065	2.2733473777771
1066	3.5655548572540283
1067	2.492205619812012
1068	3.5688395500183105
1069	3.7165353298187256
1070	5.0
1071	2.095235586166382
1072	3.03481674194336
1073	0.9568274021148682
1074	2.574658870697021
1075	2.0068953037261963
1076	3.857851266860962
1077	3.845702409744263
1078	4.243560314178467
1079	1.8941864967346191
1080	3.4539949893951416
1081	3.554362297058105
1082	3.6504487991333012
1083	0.5789971947669983
1084	3.051822662353516
1085	3.933639526367188
1086	2.69372296333313
1087	3.243178367614746
1088	0.9923627376556396
1089	3.6012895107269287
1090	3.7566397190094
1091	5.0
1092	3.957639455795288
1093	3.8948490619659424
1094	3.1502456665039062
1095	3.1890065670013428
1096	3.278939008712769
1097	3.4811267852783203
1098	3.5489814281463623
1099	2.2842235565185547
1100	2.5416040420532227
1101	3.939822673797608
1102	2.50208067893982
1103	3.715132236480713
1104	3.7223520278930655
1105	3.90207839012146
1106	3.2464187145233154
1107	1.5516210794448853
1108	3.861869335174561
1109	3.0361008644104004
1110	0.8517943620681763
1111	4.986918926239014
1112	3.7175714969635014
1113	4.539118766784668
1114	3.539148092269897
1115	3.773407697677612
1116	3.1642603874206543
1117	3.67543625831604
1118	4.721434593200684
1119	2.3300397396087646
1120	3.111177921295166
1121	0.6724424958229065
1122	4.463000774383545
1123	3.683551788330078
1124	3.011673927307129
1125	4.770689964294434
1126	3.117963552474976
1127	4.118861675262451
1128	3.507007598876953
1129	2.511236429214477
1130	1.0763435363769531
1131	3.9907865524291988
1132	4.7019381523132315
1133	0.1036742776632309
1134	2.48850417137146
1135	3.4220294952392583
1136	2.7143445014953613
1137	3.6240932941436768
1138	0.7711048126220703
1139	4.731760025024414
1140	1.2540119886398315
1141	1.0605099201202393
1142	1.5912125110626218
1143	4.318523406982422
1144	3.7595429420471187
1145	2.4826653003692627
1146	1.172229290008545
1147	4.916394710540772
1148	3.415860652923584
1149	4.123633861541748
1150	0.0
1151	0.2287420928478241
1152	5.0
1153	4.786423683166504
1154	4.877068519592285
1155	4.039933204650879
1156	4.5064849853515625
1157	0.3321783244609833
1158	4.151044845581056
1159	1.320625901222229
1160	4.199693679809569
1161	3.2374958992004395
1162	0.7003353834152222
1163	4.616767406463623
1164	4.603692054748535
1165	0.4602714478969574
1166	4.118712902069092
1167	1.9389526844024656
1168	3.3662004470825195
1169	0.29608651995658875
1170	2.257556915283203
1171	4.394108295440674
1172	2.951912641525269
1173	4.034179210662842
1174	0.21977998316287994
1175	0.06515496224164963
1176	5.0
1177	1.217287302017212
1178	3.6886682510375977
1179	0.4371499419212341
1180	1.4075803756713867
1181	3.9982693195343018
1182	1.7983769178390503
1183	2.994797945022583
1184	0.2664301693439484
1185	4.1163978576660165
1186	5.0
1187	3.519966125488281
1188	3.237366914749145
1189	4.698206901550293
1190	3.940209865570069
1191	4.56887674331665
1192	1.8737690448760984
1193	1.2284060716629028
1194	0.7623544931411743
1195	2.0939528942108154
1196	4.446817398071289
1197	4.189584255218507
1198	4.0751562118530265
1199	3.9498319625854488
1200	2.81812071800232
1201	1.7241820096969604
1202	3.096118450164795
1203	4.875866889953613
1204	4.065076351165772
1205	3.0973615646362305
1206	5.0
1207	4.154606342315674
1208	2.077402353286743
1209	2.1419403553009038
1210	1.997107744216919
1211	4.394084453582764
1212	4.749997615814209
1213	2.529292106628418
1214	5.0
1215	4.624845027923584
1216	1.2028329372406006
1217	1.9877862930297847
1218	1.9199905395507808
1219	1.517432451248169
1220	1.4183291196823118
1221	2.688838481903076
1222	3.7311708927154537
1223	2.632899045944214
1224	1.4230002164840698
1225	3.3872776031494136
1226	3.5978963375091557
1227	4.601231575012207
1228	4.823282718658447
1229	2.3475182056427
1230	3.1624624729156494
1231	4.393714427947998
1232	3.501436948776245
1233	4.4781575202941895
1234	3.7642903327941895
1235	2.7094957828521733
1236	2.315924406051636
1237	1.400455117225647
1238	1.258760690689087
1239	1.4411071538925169
1240	1.1354297399520874
1241	1.5468204021453855
1242	4.251281261444092
1243	2.4807345867156982
1244	0.0684940293431282
1245	4.947514057159424
1246	3.5087337493896484
1247	0.9338306188583374
1248	0.3507354557514191
1249	4.465710639953613
1250	4.0505642890930185
1251	4.218616962432861
1252	4.262511730194092
1253	2.255268812179565
1254	0.06724950671195984
1255	4.8424506187438965
1256	1.803838014602661
1257	4.657632827758789
1258	4.139596462249757
1259	4.996382236480713
1260	3.2438676357269287
1261	0.7439290285110474
1262	3.681627035140991
1263	1.6397964954376218
1264	4.0957016944885245
1265	3.7360820770263667
1266	3.825691938400269
1267	2.876283884048462
1268	0.9718170166015624
1269	1.0460819005966189
1270	2.423130750656128
1271	4.006542205810547
1272	0.7661194205284119
1273	3.881337404251098
1274	3.8057069778442383
1275	1.8154861927032468
1276	0.4945731163024902
1277	3.6243717670440674
1278	0.674609363079071
1279	4.843393802642822
1280	0.4288589060306549
1281	0.0
1282	3.3022882938385014
1283	4.153782367706299
1284	1.5159486532211304
1285	3.624403953552246
1286	4.18064022064209
1287	0.867451548576355
1288	0.0
1289	2.2771027088165283
1290	4.936791896820068
1291	0.582537829875946
1292	4.127929210662842
1293	3.143950939178467
1294	2.3037326335906982
1295	0.7632620930671692
1296	4.988872051239014
1297	1.1886705160140991
1298	0.3379890918731689
1299	4.3478593826293945
1300	2.888657808303833
1301	2.273528814315796
1302	2.7607738971710205
1303	2.5052287578582764
1304	2.1911873817443848
1305	0.5716020464897156
1306	2.039064884185791
1307	0.6031809449195862
1308	1.8174195289611816
1309	2.7479348182678223
1310	4.556642055511475
1311	5.0
1312	0.4994966387748718
1313	3.5155222415924072
1314	2.9073276519775386
1315	5.0
1316	4.130227565765382
1317	4.651430606842041
1318	2.082669973373413
1319	0.0
1320	5.0
1321	1.93111264705658
1322	4.943620681762695
1323	2.7893552780151367
1324	5.0
1325	4.634411334991455
1326	4.458733081817627
1327	3.341185569763184
1328	0.5522289276123047
1329	4.758289337158203
1330	4.791542530059815
1331	2.4326589107513428
1332	1.9249225854873655
1333	3.2955846786499023
1334	2.647961139678955
1335	4.33410120010376
1336	4.30882740020752
1337	4.45929765701294
1338	0.4520405232906342
